Date,PII_Open,PII_High,PII_Low,PII_Close,PII_Adj Close
2023-01-18,108.7699966430664,108.7699966430664,102.87999725341797,103.1500015258789,100.59815979003906
2023-01-19,102.12000274658203,102.91000366210938,101.05000305175781,102.06999969482422,99.54487609863281
2023-01-20,102.0,104.62000274658203,100.12000274658203,103.88999938964844,101.3198471069336
2023-01-23,104.02999877929688,106.44000244140625,103.86000061035156,105.8499984741211,103.23135375976562
2023-01-24,106.25,107.44999694824219,104.87000274658203,105.9000015258789,103.28012084960938
2023-01-25,104.86000061035156,106.72000122070312,104.81999969482422,106.30000305175781,103.67023468017578
2023-01-26,106.93000030517578,107.70999908447266,104.11000061035156,106.45999908447266,103.82627868652344
2023-01-27,103.61000061035156,107.23999786376953,102.6500015258789,107.18000030517578,104.52845001220703
2023-01-30,105.97000122070312,108.52999877929688,105.66999816894531,106.62000274658203,103.98231506347656
2023-01-31,111.0,114.91999816894531,108.22000122070312,114.83999633789062,111.99895477294922
2023-02-01,115.0,117.9800033569336,113.58999633789062,117.77999877929688,114.86622619628906
2023-02-02,119.41000366210938,120.7300033569336,116.30999755859375,118.7300033569336,115.79271697998047
2023-02-03,117.29000091552734,120.69999694824219,115.37999725341797,118.13999938964844,115.2173080444336
2023-02-06,117.20999908447266,118.41000366210938,115.47000122070312,116.62999725341797,113.74467468261719
2023-02-07,116.19000244140625,117.08000183105469,114.88999938964844,116.58000183105469,113.69591522216797
2023-02-08,115.69000244140625,117.83000183105469,115.11000061035156,116.9800033569336,114.08602142333984
2023-02-09,118.2699966430664,119.19999694824219,114.01000213623047,115.0,112.15499877929688
2023-02-10,114.76000213623047,116.54000091552734,114.11000061035156,115.19999694824219,112.35004425048828
2023-02-13,115.02999877929688,117.52999877929688,114.5199966430664,117.08999633789062,114.19329071044922
2023-02-14,116.0999984741211,117.91000366210938,115.55999755859375,117.55000305175781,114.64191436767578
2023-02-15,116.4800033569336,120.04000091552734,116.4800033569336,119.93000030517578,116.96302795410156
2023-02-16,118.7699966430664,121.56999969482422,118.25,119.80000305175781,116.83625793457031
2023-02-17,119.87999725341797,121.37999725341797,118.75,119.30000305175781,116.34862518310547
2023-02-21,117.58999633789062,118.87999725341797,116.18000030517578,116.45999908447266,113.5788803100586
2023-02-22,115.68000030517578,117.3499984741211,115.36000061035156,115.7699966430664,112.90594482421875
2023-02-23,116.1500015258789,116.9800033569336,114.45999908447266,115.68000030517578,112.81817626953125
2023-02-24,114.3499984741211,114.51000213623047,112.70999908447266,114.01000213623047,111.18949127197266
2023-02-27,115.0,116.5199966430664,114.69000244140625,114.79000091552734,111.9501953125
2023-02-28,113.83000183105469,114.76000213623047,112.9000015258789,113.75,111.56767272949219
2023-03-01,113.70999908447266,115.27999877929688,113.66999816894531,113.7699966430664,111.58729553222656
2023-03-02,112.5199966430664,115.83000183105469,112.5,115.44000244140625,113.22525024414062
2023-03-03,116.20999908447266,116.62999725341797,114.5,115.73999786376953,113.51950073242188
2023-03-06,115.88999938964844,116.66999816894531,114.4000015258789,115.11000061035156,112.90158081054688
2023-03-07,114.5,117.18000030517578,114.30000305175781,117.12000274658203,114.87301635742188
2023-03-08,117.58999633789062,119.5999984741211,117.19000244140625,118.69000244140625,116.41290283203125
2023-03-09,118.77999877929688,119.08999633789062,113.80999755859375,113.83000183105469,111.64613342285156
2023-03-10,113.5,114.36000061035156,110.05999755859375,111.5199966430664,109.38045501708984
2023-03-13,109.38999938964844,112.20999908447266,107.8499984741211,110.94999694824219,108.8213882446289
2023-03-14,113.16000366210938,114.11000061035156,109.94999694824219,111.04000091552734,108.90966796875
2023-03-15,108.11000061035156,108.94000244140625,105.75,107.41999816894531,105.35911560058594
2023-03-16,107.0,109.45999908447266,106.41000366210938,109.16999816894531,107.0755386352539
2023-03-17,108.76000213623047,108.76000213623047,105.27999877929688,106.02999877929688,103.99578094482422
2023-03-20,106.9000015258789,109.02999877929688,106.12000274658203,107.51000213623047,105.44739532470703
2023-03-21,109.68000030517578,110.69000244140625,108.33000183105469,110.58000183105469,108.45848846435547
2023-03-22,111.05000305175781,111.33999633789062,106.88999938964844,106.91999816894531,104.86870574951172
2023-03-23,107.41000366210938,108.97000122070312,105.62000274658203,106.16999816894531,104.13309478759766
2023-03-24,105.41999816894531,107.44000244140625,104.0199966430664,107.12999725341797,105.07467651367188
2023-03-27,108.55000305175781,108.80999755859375,105.88999938964844,107.6500015258789,105.58470916748047
2023-03-28,108.12999725341797,109.36000061035156,106.43000030517578,107.05000305175781,104.99622344970703
2023-03-29,108.69999694824219,108.69999694824219,107.11000061035156,108.02999877929688,105.95741271972656
2023-03-30,108.98999786376953,109.81999969482422,107.5,108.31999969482422,106.24185180664062
2023-03-31,109.12999725341797,111.06999969482422,108.69000244140625,110.62999725341797,108.50753021240234
2023-04-03,110.3499984741211,111.41000366210938,109.31999969482422,111.19999694824219,109.06658935546875
2023-04-04,112.12999725341797,112.33000183105469,106.08999633789062,107.98999786376953,105.91818237304688
2023-04-05,106.5199966430664,106.83999633789062,102.08000183105469,103.45999908447266,101.47509002685547
2023-04-06,103.18000030517578,104.48999786376953,102.44000244140625,102.87999725341797,100.90621185302734
2023-04-10,102.86000061035156,107.16999816894531,102.86000061035156,107.05000305175781,104.99622344970703
2023-04-11,107.80000305175781,110.87000274658203,107.5199966430664,110.06999969482422,107.9582748413086
2023-04-12,111.0199966430664,111.0999984741211,106.20999908447266,106.80999755859375,104.76081848144531
2023-04-13,107.41999816894531,107.45999908447266,105.87000274658203,106.98999786376953,104.93736267089844
2023-04-14,107.55000305175781,109.27999877929688,106.62999725341797,107.94000244140625,105.869140625
2023-04-17,108.2699966430664,108.80999755859375,106.5,108.20999908447266,106.13396453857422
2023-04-18,108.55000305175781,109.23999786376953,107.61000061035156,109.06999969482422,106.97745513916016
2023-04-19,109.1500015258789,109.27999877929688,108.0,108.9000015258789,106.81072235107422
2023-04-20,107.97000122070312,109.55999755859375,107.41999816894531,109.02999877929688,106.93822479248047
2023-04-21,109.41000366210938,109.94999694824219,107.87000274658203,109.16000366210938,107.06574249267578
2023-04-24,109.25,111.12999725341797,108.91999816894531,109.41000366210938,107.31094360351562
2023-04-25,112.30000305175781,112.30000305175781,105.23999786376953,106.9800033569336,104.92756652832031
2023-04-26,107.69000244140625,109.0,105.66999816894531,105.97000122070312,103.93693542480469
2023-04-27,106.9000015258789,108.76000213623047,105.7300033569336,108.70999908447266,106.6243667602539
2023-04-28,108.66000366210938,109.68000030517578,108.08999633789062,108.6500015258789,106.56552124023438
2023-05-01,108.9000015258789,111.13999938964844,108.27999877929688,109.7699966430664,107.66402435302734
2023-05-02,108.88999938964844,109.25,104.97000122070312,108.30000305175781,106.22223663330078
2023-05-03,108.68000030517578,110.51000213623047,106.48999786376953,106.79000091552734,104.74120330810547
2023-05-04,105.44999694824219,106.08999633789062,103.45999908447266,104.08999633789062,102.0929946899414
2023-05-05,106.08999633789062,106.8499984741211,103.22000122070312,105.23999786376953,103.22093963623047
2023-05-08,105.81999969482422,106.25,104.80000305175781,105.66999816894531,103.64269256591797
2023-05-09,104.66000366210938,105.25,104.19000244140625,104.29000091552734,102.28916931152344
2023-05-10,105.6500015258789,106.3499984741211,100.91999816894531,102.88999938964844,100.91603088378906
2023-05-11,102.68000030517578,103.81999969482422,101.31999969482422,103.45999908447266,101.47509002685547
2023-05-12,103.5999984741211,104.79000091552734,103.04000091552734,104.11000061035156,102.11261749267578
2023-05-15,104.0,104.58000183105469,103.06999969482422,104.0999984741211,102.1028060913086
2023-05-16,102.95999908447266,103.61000061035156,102.05000305175781,102.76000213623047,100.78852081298828
2023-05-17,102.9800033569336,106.8499984741211,102.87999725341797,106.6500015258789,104.60388946533203
2023-05-18,106.5,108.77999877929688,105.63999938964844,108.4000015258789,106.3203125
2023-05-19,108.55999755859375,108.5999984741211,105.27999877929688,105.77999877929688,103.75057220458984
2023-05-22,105.69999694824219,106.86000061035156,105.36000061035156,105.63999938964844,103.6132583618164
2023-05-23,105.13999938964844,107.44000244140625,105.0999984741211,106.51000213623047,104.4665756225586
2023-05-24,106.54000091552734,106.54000091552734,104.06999969482422,104.81999969482422,102.80899810791016
2023-05-25,104.37999725341797,106.33999633789062,104.29000091552734,106.19999694824219,104.16251373291016
2023-05-26,106.2300033569336,108.26000213623047,105.29000091552734,108.1500015258789,106.07511138916016
2023-05-30,108.9000015258789,109.63999938964844,107.94999694824219,108.97000122070312,106.87937927246094
2023-05-31,107.16999816894531,108.3499984741211,105.58999633789062,107.70999908447266,106.2774887084961
2023-06-01,107.5,110.70999908447266,106.76000213623047,110.5999984741211,109.1290512084961
2023-06-02,112.26000213623047,116.4000015258789,111.12999725341797,115.87999725341797,114.33882904052734
2023-06-05,114.83000183105469,115.51000213623047,111.87000274658203,112.08000183105469,110.58937072753906
2023-06-06,113.0999984741211,116.45999908447266,112.7699966430664,116.25,114.70391845703125
2023-06-07,117.0,118.4800033569336,116.05000305175781,118.01000213623047,116.44050598144531
2023-06-08,118.01000213623047,118.3499984741211,116.91000366210938,117.79000091552734,116.22343444824219
2023-06-09,117.69999694824219,118.69999694824219,116.6500015258789,116.83000183105469,115.27619934082031
2023-06-12,117.41000366210938,118.62000274658203,115.76000213623047,117.16999816894531,115.6116714477539
2023-06-13,117.73999786376953,120.94999694824219,117.66999816894531,120.66999816894531,119.06512451171875
2023-06-14,120.30000305175781,121.87999725341797,119.44000244140625,120.87000274658203,119.2624740600586
2023-06-15,119.77999877929688,122.44999694824219,119.23999786376953,121.69000244140625,120.07156372070312
2023-06-16,122.48999786376953,122.48999786376953,120.30999755859375,121.27999877929688,119.66700744628906
2023-06-20,121.0,121.56999969482422,119.26000213623047,119.33000183105469,117.74295043945312
2023-06-21,118.16999816894531,120.0,117.7699966430664,119.16999816894531,117.58506774902344
2023-06-22,119.12999725341797,119.12999725341797,115.44000244140625,116.23999786376953,114.69403839111328
2023-06-23,114.61000061035156,116.12999725341797,114.2699966430664,115.36000061035156,113.82574462890625
2023-06-26,115.8499984741211,119.16999816894531,115.66999816894531,117.22000122070312,115.6610107421875
2023-06-27,117.05999755859375,118.41999816894531,116.25,118.30000305175781,116.72665405273438
2023-06-28,117.91999816894531,118.7699966430664,117.08999633789062,118.26000213623047,116.68717956542969
2023-06-29,118.75,119.70999908447266,118.18000030517578,119.5999984741211,118.00935363769531
2023-06-30,120.41999816894531,121.7300033569336,119.43000030517578,120.93000030517578,119.32167053222656
2023-07-03,120.66999816894531,122.76000213623047,120.54000091552734,122.2300033569336,120.60437774658203
2023-07-05,121.55999755859375,122.16000366210938,120.58999633789062,121.3499984741211,119.73607635498047
2023-07-06,119.80999755859375,121.37999725341797,119.47000122070312,121.25,119.63741302490234
2023-07-07,121.25,123.30999755859375,120.5,121.97000122070312,120.34783935546875
2023-07-10,121.54000091552734,124.20999908447266,121.54000091552734,123.05999755859375,121.42333984375
2023-07-11,123.44000244140625,129.08999633789062,123.26000213623047,128.7899932861328,127.07713317871094
2023-07-12,130.0,131.08999633789062,127.0,129.61000061035156,127.88622283935547
2023-07-13,129.7100067138672,129.80999755859375,128.07000732421875,129.7100067138672,127.98490142822266
2023-07-14,129.49000549316406,129.49000549316406,126.44000244140625,127.86000061035156,126.15950012207031
2023-07-17,126.87000274658203,129.75,126.20999908447266,129.42999267578125,127.70861053466797
2023-07-18,128.8800048828125,132.72000122070312,128.7899932861328,132.10000610351562,130.34312438964844
2023-07-19,131.83999633789062,135.8300018310547,130.7899932861328,135.35000610351562,133.54989624023438
2023-07-20,135.07000732421875,135.2899932861328,133.41000366210938,134.3000030517578,132.51385498046875
2023-07-21,135.25999450683594,135.69000244140625,133.39999389648438,134.3800048828125,132.59278869628906
2023-07-24,134.50999450683594,136.5500030517578,134.24000549316406,134.52999877929688,132.74078369140625
2023-07-25,133.7899932861328,134.17999267578125,127.04000091552734,132.80999755859375,131.04367065429688
2023-07-26,134.0399932861328,137.60000610351562,132.85000610351562,137.1699981689453,135.34567260742188
2023-07-27,137.91000366210938,138.49000549316406,133.85000610351562,134.3300018310547,132.54345703125
2023-07-28,135.58999633789062,136.67999267578125,134.10000610351562,134.80999755859375,133.01705932617188
2023-07-31,134.97000122070312,136.14999389648438,134.1300048828125,135.83999633789062,134.03335571289062
2023-08-01,134.69000244140625,135.02000427246094,132.60000610351562,132.8800048828125,131.1127471923828
2023-08-02,131.25,133.72999572753906,130.8800048828125,133.5,131.7244873046875
2023-08-03,133.0,133.77000427246094,132.2100067138672,132.27999877929688,130.52072143554688
2023-08-04,132.27000427246094,132.4499969482422,129.97000122070312,130.3000030517578,128.56704711914062
2023-08-07,130.6699981689453,130.77999877929688,128.6699981689453,128.82000732421875,127.10673522949219
2023-08-08,127.3499984741211,127.5,125.29000091552734,126.02999877929688,124.35383605957031
2023-08-09,125.86000061035156,127.23999786376953,125.12000274658203,125.80000305175781,124.12689971923828
2023-08-10,126.36000061035156,127.29000091552734,124.2699966430664,124.37999725341797,122.72578430175781
2023-08-11,123.88999938964844,125.37000274658203,123.75,124.31999969482422,122.66658020019531
2023-08-14,123.7300033569336,123.73999786376953,121.73999786376953,123.69999694824219,122.05482482910156
2023-08-15,122.93000030517578,123.73999786376953,121.25,121.33000183105469,119.71635437011719
2023-08-16,120.70999908447266,121.33000183105469,116.41999816894531,116.7300033569336,115.17752838134766
2023-08-17,117.08999633789062,117.70999908447266,114.22000122070312,114.3499984741211,112.82918548583984
2023-08-18,113.80000305175781,114.8499984741211,113.02999877929688,114.58999633789062,113.06598663330078
2023-08-21,114.6500015258789,115.41000366210938,112.30999755859375,112.56999969482422,111.0728530883789
2023-08-22,112.2300033569336,113.0999984741211,109.9000015258789,110.80999755859375,109.33625793457031
2023-08-23,110.37000274658203,111.94999694824219,109.94999694824219,111.08999633789062,109.61253356933594
2023-08-24,110.87999725341797,112.2300033569336,110.0,111.0,109.52373504638672
2023-08-25,111.63999938964844,112.2699966430664,110.20999908447266,110.68000030517578,109.2079849243164
2023-08-28,111.30999755859375,112.88999938964844,111.0,112.62000274658203,111.1221923828125
2023-08-29,112.7300033569336,114.5,112.18000030517578,114.2300033569336,112.71077728271484
2023-08-30,113.43000030517578,114.08999633789062,112.41999816894531,112.55999755859375,111.06298828125
2023-08-31,112.5,113.56999969482422,111.62000274658203,112.08999633789062,111.24161529541016
2023-09-01,113.0,114.23999786376953,112.7699966430664,114.01000213623047,113.1470947265625
2023-09-05,112.80999755859375,113.27999877929688,109.8499984741211,110.06999969482422,109.23690795898438
2023-09-06,110.0999984741211,111.02999877929688,107.86000061035156,108.25,107.4306869506836
2023-09-07,107.1500015258789,108.58000183105469,106.69000244140625,107.73999786376953,106.92454528808594
2023-09-08,107.9000015258789,108.69999694824219,107.22000122070312,108.44999694824219,107.6291732788086
2023-09-11,108.55000305175781,109.3499984741211,105.8499984741211,106.58000183105469,105.77333068847656
2023-09-12,106.4800033569336,107.87000274658203,106.01000213623047,107.0999984741211,106.28939056396484
2023-09-13,106.81999969482422,106.81999969482422,104.8499984741211,105.61000061035156,104.8106689453125
2023-09-14,106.5199966430664,107.13999938964844,105.19000244140625,106.62000274658203,105.81302642822266
2023-09-15,106.26000213623047,107.12000274658203,105.45999908447266,106.83999633789062,106.03135681152344
2023-09-18,106.94999694824219,108.0199966430664,106.36000061035156,106.86000061035156,106.05120849609375
2023-09-19,106.68000030517578,107.45999908447266,106.18000030517578,106.44000244140625,105.63439178466797
2023-09-20,106.76000213623047,107.95999908447266,106.1500015258789,106.19999694824219,105.39620208740234
2023-09-21,105.5,105.97000122070312,104.05000305175781,104.44999694824219,103.6594467163086
2023-09-22,105.0,105.5,104.08000183105469,104.37000274658203,103.5800552368164
2023-09-25,104.01000213623047,105.5,103.76000213623047,104.87000274658203,104.0762710571289
2023-09-26,103.80999755859375,104.20999908447266,102.2300033569336,102.27999877929688,101.50586700439453
2023-09-27,102.5999984741211,103.23999786376953,100.72000122070312,101.70999908447266,100.940185546875
2023-09-28,101.7300033569336,104.72000122070312,101.61000061035156,104.0199966430664,103.23269653320312
2023-09-29,105.38999938964844,106.16999816894531,103.87000274658203,104.13999938964844,103.35179138183594
2023-10-02,104.0,104.31999969482422,102.37000274658203,102.63999938964844,101.86314392089844
2023-10-03,101.70999908447266,101.80999755859375,98.70999908447266,99.22000122070312,98.46903228759766
2023-10-04,99.0999984741211,99.75,96.94000244140625,98.33000183105469,97.58576965332031
2023-10-05,97.87000274658203,98.70999908447266,96.25,97.16000366210938,96.42462921142578
2023-10-06,96.44999694824219,98.45999908447266,95.41999816894531,97.43000030517578,96.69258117675781
2023-10-09,96.54000091552734,98.38999938964844,95.66000366210938,98.16999816894531,97.4269790649414
2023-10-10,98.44999694824219,100.62999725341797,98.44000244140625,99.97000122070312,99.2133560180664
2023-10-11,100.25,100.88999938964844,98.37000274658203,98.55000305175781,97.80410766601562
2023-10-12,98.47000122070312,98.47000122070312,95.37000274658203,96.37000274658203,95.6406021118164
2023-10-13,96.37999725341797,97.5,96.19000244140625,97.12999725341797,96.39484405517578
2023-10-16,98.25,99.29000091552734,96.97000122070312,97.66999816894531,96.9307632446289
2023-10-17,97.12000274658203,100.19999694824219,97.11000061035156,99.41999816894531,98.66751861572266
2023-10-18,98.16000366210938,99.08999633789062,96.22000122070312,96.33000183105469,95.60090637207031
2023-10-19,96.0,96.8499984741211,94.4000015258789,94.87000274658203,94.15196228027344
2023-10-20,94.75,94.75,92.25,93.16000366210938,92.45490264892578
2023-10-23,93.0,93.44000244140625,91.58000183105469,91.9800033569336,91.2838363647461
2023-10-24,89.0,92.7300033569336,88.19999694824219,89.51000213623047,88.83252716064453
2023-10-25,88.2699966430664,89.2699966430664,84.80000305175781,86.8499984741211,86.19265747070312
2023-10-26,87.33999633789062,87.47000122070312,84.69000244140625,85.29000091552734,84.64446258544922
2023-10-27,87.11000061035156,87.55000305175781,84.95999908447266,85.2699966430664,84.6246109008789
2023-10-30,86.3499984741211,87.05000305175781,84.1500015258789,84.5,83.86044311523438
2023-10-31,84.86000061035156,87.48999786376953,84.86000061035156,86.41999816894531,85.76590728759766
2023-11-01,85.7300033569336,86.77999877929688,84.4000015258789,86.63999938964844,85.98424530029297
2023-11-02,87.97000122070312,88.97000122070312,87.13999938964844,88.69999694824219,88.02864837646484
2023-11-03,90.44999694824219,93.0,90.44999694824219,92.6500015258789,91.94876098632812
2023-11-06,92.4000015258789,93.02999877929688,90.77999877929688,91.04000091552734,90.35094451904297
2023-11-07,90.55999755859375,91.51000213623047,89.2699966430664,90.05999755859375,89.37835693359375
2023-11-08,90.27999877929688,91.05999755859375,89.3499984741211,89.4800033569336,88.8027572631836
2023-11-09,90.0,90.06999969482422,86.36000061035156,86.8499984741211,86.19265747070312
2023-11-10,87.5199966430664,88.88999938964844,86.6500015258789,87.80999755859375,87.1453857421875
2023-11-13,87.80999755859375,88.05000305175781,86.5199966430664,86.55000305175781,85.89492797851562
2023-11-14,89.5199966430664,92.83999633789062,89.5199966430664,91.5999984741211,90.90670776367188
2023-11-15,91.98999786376953,95.27999877929688,91.98999786376953,94.36000061035156,93.64581298828125
2023-11-16,93.5,94.04000091552734,90.25,90.66000366210938,89.97382354736328
2023-11-17,91.8499984741211,92.51000213623047,91.06999969482422,92.18000030517578,91.48231506347656
2023-11-20,92.19000244140625,92.33000183105469,90.68000030517578,91.55000305175781,90.85708618164062
2023-11-21,91.29000091552734,91.66999816894531,89.36000061035156,89.58000183105469,88.90199279785156
2023-11-22,90.25,91.0199966430664,89.43000030517578,89.91000366210938,89.22949981689453
2023-11-24,89.8499984741211,91.02999877929688,89.55000305175781,90.56999969482422,89.8844985961914
2023-11-27,89.08000183105469,89.94999694824219,86.61000061035156,87.16999816894531,86.5102310180664
2023-11-28,86.86000061035156,88.0999984741211,86.0999984741211,86.91999816894531,86.26212310791016
2023-11-29,88.02999877929688,89.05000305175781,85.79000091552734,85.87999725341797,85.22999572753906
2023-11-30,85.43000030517578,85.56999969482422,82.0,82.47000122070312,82.47000122070312
2023-12-01,82.44999694824219,87.69000244140625,82.23999786376953,87.41000366210938,87.41000366210938
2023-12-04,87.06999969482422,88.33000183105469,86.37999725341797,86.55000305175781,86.55000305175781
2023-12-05,86.0999984741211,86.45999908447266,83.93000030517578,86.22000122070312,86.22000122070312
2023-12-06,87.18000030517578,91.27999877929688,86.77999877929688,88.31999969482422,88.31999969482422
2023-12-07,88.18000030517578,90.1500015258789,87.83999633789062,89.87000274658203,89.87000274658203
2023-12-08,89.70999908447266,90.70999908447266,88.8499984741211,89.86000061035156,89.86000061035156
2023-12-11,89.1500015258789,89.29000091552734,86.76000213623047,87.7300033569336,87.7300033569336
2023-12-12,87.72000122070312,87.77999877929688,84.37999725341797,84.9800033569336,84.9800033569336
2023-12-13,85.11000061035156,88.20999908447266,83.02999877929688,88.18000030517578,88.18000030517578
2023-12-14,90.47000122070312,93.70999908447266,89.73999786376953,93.05000305175781,93.05000305175781
2023-12-15,92.43000030517578,92.9000015258789,90.62000274658203,91.88999938964844,91.88999938964844
2023-12-18,92.69000244140625,93.7699966430664,91.22000122070312,92.05000305175781,92.05000305175781
2023-12-19,92.41000366210938,93.02999877929688,91.7699966430664,92.88999938964844,92.88999938964844
2023-12-20,92.08999633789062,93.63999938964844,91.37999725341797,91.44999694824219,91.44999694824219
2023-12-21,92.66999816894531,94.72000122070312,92.6500015258789,94.44000244140625,94.44000244140625
2023-12-22,94.18000030517578,95.27999877929688,93.87999725341797,94.61000061035156,94.61000061035156
2023-12-26,95.27999877929688,96.27999877929688,94.9800033569336,95.72000122070312,95.72000122070312
2023-12-27,95.95999908447266,96.66999816894531,95.72000122070312,96.29000091552734,96.29000091552734
2023-12-28,95.97000122070312,96.0,94.76000213623047,95.86000061035156,95.86000061035156
2023-12-29,95.44000244140625,96.27999877929688,94.2300033569336,94.7699966430664,94.7699966430664
2024-01-02,94.12999725341797,96.30000305175781,93.29000091552734,94.36000061035156,94.36000061035156
2024-01-03,92.73999786376953,92.97000122070312,90.08000183105469,90.33999633789062,90.33999633789062
2024-01-04,89.98999786376953,90.12999725341797,88.0999984741211,88.18000030517578,88.18000030517578
2024-01-05,87.54000091552734,90.8499984741211,87.54000091552734,89.16999816894531,89.16999816894531
2024-01-08,89.18000030517578,91.36000061035156,88.51000213623047,90.5999984741211,90.5999984741211
2024-01-09,89.61000061035156,91.36000061035156,89.43000030517578,89.88999938964844,89.88999938964844
2024-01-10,89.88999938964844,91.0999984741211,89.87000274658203,90.47000122070312,90.47000122070312
2024-01-11,90.12999725341797,91.38999938964844,88.12999725341797,88.62000274658203,88.62000274658203
2024-01-12,89.16000366210938,90.97000122070312,87.94000244140625,88.16000366210938,88.16000366210938
2024-01-16,87.44000244140625,88.38999938964844,86.08999633789062,88.0,88.0
2024-01-17,90.19999694824219,91.45999908447266,89.0999984741211,89.80000305175781,89.80000305175781
2024-01-18,90.20999908447266,91.06999969482422,89.13999938964844,90.95999908447266,90.95999908447266
2024-01-19,92.02999877929688,94.41999816894531,91.18000030517578,93.56999969482422,93.56999969482422
2024-01-22,94.16000366210938,96.05999755859375,93.77999877929688,95.44000244140625,95.44000244140625
2024-01-23,96.4000015258789,96.97000122070312,93.72000122070312,93.91000366210938,93.91000366210938
2024-01-24,94.69000244140625,95.0,91.91999816894531,92.19000244140625,92.19000244140625
2024-01-25,92.37000274658203,92.37000274658203,89.98999786376953,91.77999877929688,91.77999877929688
2024-01-26,92.72000122070312,93.55000305175781,91.20999908447266,91.37000274658203,91.37000274658203
2024-01-29,91.12999725341797,92.97000122070312,90.3499984741211,92.70999908447266,92.70999908447266
2024-01-30,86.0,91.98999786376953,85.62999725341797,89.19999694824219,89.19999694824219
2024-01-31,89.2300033569336,93.41999816894531,88.58999633789062,89.95999908447266,89.95999908447266
2024-02-01,90.91000366210938,91.79000091552734,88.72000122070312,90.63999938964844,90.63999938964844
2024-02-02,90.29000091552734,91.5999984741211,88.4800033569336,90.44000244140625,90.44000244140625
2024-02-05,89.26000213623047,89.6500015258789,87.87000274658203,87.97000122070312,87.97000122070312
2024-02-06,87.68000030517578,89.22000122070312,87.68000030517578,88.75,88.75
2024-02-07,88.94000244140625,90.2300033569336,87.68000030517578,90.19000244140625,90.19000244140625
2024-02-08,90.69000244140625,91.54000091552734,89.45999908447266,90.91000366210938,90.91000366210938
2024-02-09,90.93000030517578,91.7300033569336,90.08000183105469,91.05999755859375,91.05999755859375
2024-02-12,91.05999755859375,94.13999938964844,90.83999633789062,93.41999816894531,93.41999816894531
2024-02-13,89.76000213623047,90.76000213623047,89.16000366210938,89.79000091552734,89.79000091552734
2024-02-14,90.77999877929688,91.43000030517578,89.66000366210938,90.80000305175781,90.80000305175781
2024-02-15,91.55000305175781,93.31999969482422,91.55000305175781,92.93000030517578,92.93000030517578
2024-02-16,91.94000244140625,93.02999877929688,91.6500015258789,92.0199966430664,92.0199966430664
2024-02-20,91.70999908447266,92.9800033569336,90.52999877929688,92.91000366210938,92.91000366210938
2024-02-21,92.38999938964844,93.11000061035156,91.47000122070312,92.7300033569336,92.7300033569336
2024-02-22,92.94000244140625,93.83999633789062,92.20999908447266,92.27999877929688,92.27999877929688
2024-02-23,92.5,92.98999786376953,91.76000213623047,92.56999969482422,92.56999969482422
2024-02-26,92.37999725341797,93.37999725341797,90.94999694824219,91.13999938964844,91.13999938964844
2024-02-27,92.0,93.18000030517578,91.16999816894531,92.23999786376953,92.23999786376953
